CUSTOMER_NUMBER_____CCUST,1,1278,1 (1278),"772, 1121, 1392, 1176, 850",Money/Numeric,numeric,"(5,0)",1278,0,0.00%,3
ORIG_CUST#_____CCUSTO,1,1278,1 (1278),"647, 145, 319, 600, 259",Money/Numeric,numeric,"(5,0)",1278,0,0.00%,3
ZIP_CODE_12_POS_____CZIP,0,656,"    (1158), GST (120)","77032       , 77478       , T9E 7A5     , 70360       , 77060       ",FK/Code,varchar,(12),1278,0,0.00%,2
Federal_Tax_I.D._____CFEDID,0,625,"    (1278)","260770743                ,                          ,                          ,                          , 473209630                ",FK/Code,varchar,(25),1278,0,0.00%,2
Customer_Parent_Code_____CCPCOD,0,8,"     (1260), WEAT (5), WECA (3), W74  (3), TXST (2), AIT  (2), DRIL (2), PRIM (1)","    ,     ,     ,     ,     ",FK/Code,varchar,(4),1278,0,0.00%,2
EDI_AGENCY_CODE_____CEDIAG,0,2,"ST (1275),    (3)","ST, ST, ST, ST, ST",FK/Code,varchar,(2),1278,0,0.00%,2
FEDERAL_TAX_CODE_____CFDCD,0,2,"    (1158), GST (120)","   , GST,    ,    ,    ",FK/Code,varchar,(3),1278,0,0.00%,2
City_Code_____CCTCD,0,1,"    (1278)","   ,    ,    ,    ,    ",FK/Code,varchar,(3),1278,0,0.00%,2
City_Tax_Code_____CCITTX,0,1,"      (1278)","     ,      ,      ,      ,      ",FK/Code,varchar,(5),1278,0,0.00%,2
County_Code_____CCNTY,0,1,"   (1278)","  ,   ,   ,   ,   ",FK/Code,varchar,(2),1278,0,0.00%,2
County_Tax_Code_____CCNTTX,0,1,"    (1278)","   ,    ,    ,    ,    ",FK/Code,varchar,(3),1278,0,0.00%,2
Customer_Addition_Code_____CCADDC,0,1,"  (1278)"," ,  ,  ,  ,  ",FK/Code,varchar,(1),1278,0,0.00%,2
Customer_Pricing_Code_____CPRCOD,0,1,"   (1278)","  ,   ,   ,   ,   ",FK/Code,varchar,(2),1278,0,0.00%,2
Delivery_Date_Code_____CDDCD,0,1,A (1278),"A, A, A, A, A",FK/Code,varchar,(1),1278,0,0.00%,2
Generic_CPA_Code_____CGNCPA,0,1,"   (1278)","  ,   ,   ,   ,   ",FK/Code,varchar,(2),1278,0,0.00%,2
Industry_End_Use_Code_____CEUCD,0,1,0 (1278),"0, 0, 0, 0, 0",FK/Code,numeric,"(4,0)",1278,0,0.00%,2
Key_Account_____CKEYYN,0,1,N (1278),"N, N, N, N, N",FK/Code,varchar,(1),1278,0,0.00%,2
Language_Code_____CLANG,0,1,"    (1278)","   ,    ,    ,    ,    ",FK/Code,varchar,(3),1278,0,0.00%,2
Order_designation_Code_____CDSGN,0,1,0 (1278),"0, 0, 0, 0, 0",FK/Code,numeric,"(2,0)",1278,0,0.00%,2
Other_Code_____COTCD,0,1,"   (1278)","  ,   ,   ,   ,   ",FK/Code,varchar,(2),1278,0,0.00%,2
Parent_Code_Sub_Class_____CCPCSB,0,1,"                (1278)","               ,                ,                ,                ,                ",FK/Code,varchar,(15),1278,0,0.00%,2
Payment_Code_____CPAYC,0,1,0 (1278),"0, 0, 0, 0, 0",FK/Code,numeric,"(2,0)",1278,0,0.00%,2
Risk_Status_Code_____CRSCOD,0,1,00 (1278),"00, 00, 00, 00, 00",FK/Code,varchar,(2),1278,0,0.00%,2
Standard_Industry_Code_____CSICD,0,1,0 (1278),"0, 0, 0, 0, 0",FK/Code,numeric,"(10,0)",1278,0,0.00%,2
STATE_TAX_CODE_____CSTCD,0,1,0 (1278),"0, 0, 0, 0, 0",FK/Code,numeric,"(2,0)",1278,0,0.00%,2
Trade_Code_____CTRADE,0,1,"    (1278)","   ,    ,    ,    ,    ",FK/Code,varchar,(3),1278,0,0.00%,2
Credit_Limit_____CLIMIT,0,31,"N (1166), Y (112)","125000, 75000, 0, 0, 20000",Money/Numeric,decimal,"(7,0)",1278,0,0.00%,3
Effective_Day_of_Price_Class_____CPRCDD,0,31,"3 (125), 6 (125), 8 (119), 2 (117), 10 (112), 5 (110), 4 (105), 7 (100), 9 (99), 1 (97)","15, 15, 5, 21, 4",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
L/M_Day_____CLMDD,0,29,"1 (946), 2 (147), 3 (72), 4 (72), 11 (9), 6 (8), 8 (6), 12 (5), 5 (5), 10 (4)","2, 2, 2, 2, 2",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Orig_Slsmn_One#_____CSLM1O,0,22,1 (1278),"1, 57, 20, 12, 2",Money/Numeric,decimal,"(2,0)",1278,0,0.00%,3
Salesman_One_Number_____CSLMN1,0,19,"99 (415), 57 (259), 9 (139), 10 (125), 20 (71), 1 (65), 4 (55), 12 (39), 3 (30), 8 (17)","57, 11, 99, 57, 57",Money/Numeric,decimal,"(2,0)",1278,0,0.00%,3
Salesman_Two_Number_____CSLMN2,0,18,"0 (1092), 12 (29), 1 (28), 4 (21), 14 (16), 20 (14), 56 (12), 6 (12), 3 (12), 16 (10)","0, 0, 0, 0, 0",Money/Numeric,decimal,"(2,0)",1278,0,0.00%,3
Inside_Salesman_Number_____CISLM1,0,16,"0 (324), 56 (183), 12 (143), 1 (140), 99 (129), 4 (124), 8 (113), 21 (54), 19 (31), 20 (26)","19, 56, 99, 0, 4",Money/Numeric,decimal,"(2,0)",1278,0,0.00%,3
Effective_Year_of_Price_Class_____CPRCYY,0,14,"14 (192), 18 (136), 17 (132), 19 (129), 22 (111), 21 (100), 16 (97), 15 (87), 20 (87), 23 (69)","17, 21, 17, 22, 18",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Discount_Terms_____CPAYMT,0,13,"1 (801), 40 (399), 0 (32), 3 (17), 2 (10), 15 (5), 4 (4), 18 (2), 20 (2), 44 (2)","40, 3, 40, 40, 1",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Discount_Terms_Expiration_Day_____CPYXDD,0,12,"31 (1233), 0 (32), 13 (2), 20 (2), 23 (2), 30 (1), 22 (1), 14 (1), 15 (1), 16 (1)","31, 31, 31, 31, 31",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Effective_Month_of_Price_Class_____CPRCMM,0,12,"3 (125), 6 (125), 8 (119), 2 (117), 10 (112), 5 (110), 4 (105), 7 (100), 9 (99), 1 (97)","12, 3, 12, 10, 7",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
L/M_Month_____CLMMM,0,12,"1 (946), 2 (147), 3 (72), 4 (72), 11 (9), 6 (8), 8 (6), 12 (5), 5 (5), 10 (4)","1, 1, 1, 1, 1",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
01-12_____CPYXMM,0,10,"12 (1235), 0 (32), 5 (3), 6 (2), 8 (1), 9 (1), 1 (1), 10 (1), 11 (1), 2 (1)","12, 12, 12, 12, 12",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
L/M_Year_____CLMYY,0,9,"25 (1167), 24 (93), 23 (8), 18 (2), 19 (2), 20 (2), 21 (2), 22 (1), 16 (1)","25, 25, 25, 24, 25",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Terms_of_Sale_____CTRMOS,0,9,"1 (779), 90 (138), 40 (123), 2 (83), 94 (75), 93 (71), 95 (5), 92 (3), 91 (1)","1, 1, 1, 1, 1",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Discount_Terms_Expiration_Year_____CPYXYY,0,7,"99 (1233), 0 (32), 25 (5), 26 (5), 19 (1), 21 (1), 23 (1)","99, 99, 99, 99, 99",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Backup_Salesman_Number_____CISLM2,0,5,"0 (1012), 99 (263), 19 (1), 20 (1), 87 (1)","0, 99, 0, 99, 0",Money/Numeric,decimal,"(2,0)",1278,0,0.00%,3
Credit_Analyst_Number_____CCRAN#,0,3,"1 (1029), 3 (229), 6 (20)","3, 1, 1, 1, 1",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Due_Days_For_Credit_Checking_____CCRDAY,0,3,"30 (1266), 45 (6), 60 (6)","30, 30, 30, 30, 30",Money/Numeric,decimal,"(3,0)",1278,0,0.00%,3
Backup_Salesman_District_Number_____CISMD2,0,2,"0 (1012), 1 (266)","0, 1, 0, 0, 0",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Certs_Number_Of_Copies_____CCTCPY,0,2,"0 (1275), 1 (3)","0, 0, 0, 0, 0",Money/Numeric,numeric,"(1,0)",1278,0,0.00%,3
Discount_Terms_Expiration_Century_____CPYXCC,0,2,"20 (1246), 0 (32)","20, 20, 20, 20, 20",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Dunns_Number_____CDUNN#,0,2,"0 (1277), 808514517 (1)","0, 0, 0, 0, 0",Money/Numeric,numeric,"(9,0)",1278,0,0.00%,3
Effective_Century_of_Price_Class_____CPRCCC,0,2,"20 (1275), 19 (3)","20, 20, 20, 20, 20",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Inside_Salesman_District_Number_____CISMD1,0,2,"1 (954), 0 (324)","1, 1, 1, 0, 1",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Mill_Test_No._Of_Copies_____CMTCPY,0,2,"0 (1275), 1 (3)","0, 0, 0, 0, 0",Money/Numeric,numeric,"(1,0)",1278,0,0.00%,3
Number_Of_Invoice_Copies_____CINCPY,0,2,"1 (1277), 0 (1)","1, 1, 1, 1, 1",Money/Numeric,numeric,"(1,0)",1278,0,0.00%,3
Salesman_Three_District_Number_____CSMDI3,0,2,"0 (1277), 1 (1)","0, 0, 0, 0, 0",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Salesman_Three_Number_____CSLMN3,0,2,"0 (1277), 87 (1)","0, 0, 0, 0, 0",Money/Numeric,decimal,"(2,0)",1278,0,0.00%,3
Salesman_Two_District_Number_____CSMDI2,0,2,"0 (1092), 1 (186)","0, 0, 1, 0, 0",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
CALL_DATE_CENT_____CCDATC,0,1,0 (1278),"0, 0, 0, 0, 0",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Century_oF_D_And_B_Rating_____CDBCC,0,1,0 (1278),"0, 0, 0, 0, 0",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Century_of_D_And_B_Review_____CDBRCC,0,1,0 (1278),"0, 0, 0, 0, 0",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Century_of_Last_Credit_Review_____CCRVCC,0,1,0 (1278),"0, 0, 0, 0, 0",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Century_of_Material_Safety_Data_Sheet_____CMSFCC,0,1,0 (1278),"0, 0, 0, 0, 0",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
COMPANY_NUMBER_____CCOMP,0,1,1 (1278),"1, 1, 1, 1, 1",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Credit_Analyst_District_Number_____CCADIS,0,1,1 (1278),"1, 1, 1, 1, 1",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Credit_Ins_Amt_____CINSAMT,0,1,0 (1278),"0, 0, 0, 0, 0",Money/Numeric,decimal,"(9,0)",1278,0,0.00%,3
Credit_Req_Amt_____CREQAMT,0,1,0 (1278),"0, 0, 0, 0, 0",Money/Numeric,decimal,"(9,0)",1278,0,0.00%,3
CUSTOMER_DISTRICT_NUMBER_____CDIST,0,1,1 (1278),"1, 1, 1, 1, 1",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
CYCLE_CALL_DAYS_____CCALLD,0,1,0 (1278),"0, 0, 0, 0, 0",Money/Numeric,decimal,"(3,0)",1278,0,0.00%,3
Day_of_D_And_B_Rating_____CDBDD,0,1,0 (1278),"0, 0, 0, 0, 0",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Day_of_D_And_B_Review_____CDBRDD,0,1,0 (1278),"0, 0, 0, 0, 0",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Day_of_Last_Credit_Review_____CCRVDD,0,1,0 (1278),"0, 0, 0, 0, 0",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Day_of_Material_Safety_Data_Sheet_____CMSFDD,0,1,0 (1278),"0, 0, 0, 0, 0",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Generic_Expiration_Century_____CGNXCC,0,1,0 (1278),"0, 0, 0, 0, 0",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Generic_Expiration_Month_____CGNXMM,0,1,0 (1278),"0, 0, 0, 0, 0",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Generic_Expiration_Year_____CGNXYY,0,1,0 (1278),"0, 0, 0, 0, 0",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Generic_Expriation_Day_____CGNXDD,0,1,0 (1278),"0, 0, 0, 0, 0",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
L/M_Century_____CLMCC,0,1,20 (1278),"20, 20, 20, 20, 20",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Minth_of_D_And_B_Rating_____CDBMM,0,1,0 (1278),"0, 0, 0, 0, 0",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Month_of_D_And_B_Review_____CDBRMM,0,1,0 (1278),"0, 0, 0, 0, 0",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Month_of_Last_Credit_Review_____CCRVMM,0,1,0 (1278),"0, 0, 0, 0, 0",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Month_of_Material_Safety_Data_Sheet_____CMSFMM,0,1,0 (1278),"0, 0, 0, 0, 0",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
NEXT_CALL_DATE_YMD_____CCDATE,0,1,0 (1278),"0, 0, 0, 0, 0",Money/Numeric,numeric,"(6,0)",1278,0,0.00%,3
ORIG_CUST_DIST_NUMBER_____CDISTO,0,1,1 (1278),"1, 1, 1, 1, 1",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Orig_Slsmn_One_Dist#_____CSMD1O,0,1,1 (1278),"1, 1, 1, 1, 1",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Profit_for_Frt/Prf_____CFPROFT,0,1,0 (1278),"0, 0, 0, 0, 0",Money/Numeric,decimal,"(7,0)",1278,0,0.00%,3
Reveal_acct_id_____CREVL#,0,1,0 (1278),"0, 0, 0, 0, 0",Money/Numeric,decimal,"(19,0)",1278,0,0.00%,3
Salesman_One_District_Number_____CSMDI1,0,1,1 (1278),"1, 1, 1, 1, 1",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Std_Credit_Hold_Release_Delay_____CCRLSD,0,1,0.00 (1278),"0.00, 0.00, 0.00, 0.00, 0.00",Money/Numeric,decimal,"(5,2)",1278,0,0.00%,3
Waive_Min_Order_Century_____CWAVCC,0,1,0 (1278),"0, 0, 0, 0, 0",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Waive_Min_Order_Day_____CWAVDD,0,1,0 (1278),"0, 0, 0, 0, 0",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Waive_Min_Order_Month_____CWAVMM,0,1,0 (1278),"0, 0, 0, 0, 0",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Waive_Min_Order_Year_____CWAVYY,0,1,0 (1278),"0, 0, 0, 0, 0",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Year_of_D_And_B_Rating_____CDBYY,0,1,0 (1278),"0, 0, 0, 0, 0",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Year_of_D_And_B_Review_____CDBRYY,0,1,0 (1278),"0, 0, 0, 0, 0",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Year_of_Last_Credit_Review_____CCRVYY,0,1,0 (1278),"0, 0, 0, 0, 0",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Year_of_Material_Safety_Data_Sheet_____CMSFYY,0,1,0 (1278),"0, 0, 0, 0, 0",Money/Numeric,numeric,"(2,0)",1278,0,0.00%,3
Country_____CCTRY,0,20,"USA (1096), CAN (122), MEX (21), SGP (9), UK  (7), UAE (4), SA  (3), N   (2), TR  (2), VRC (2)","USA, USA, CAN, USA, USA",Category/Code,varchar,(3),1278,0,0.00%,7
L/M_User_____CLMUS,0,12,"EOD        (1026), CSTEWART   (113), CFRIEND    (61), SWARBRIT   (56), NTOVAR     (5), LMCCOY     (4), JSWONKE    (3), CREDIT     (3), ACRUZ      (2), PJANDHYA   (2)","EOD       , SWARBRIT  , EOD       , EOD       , EOD       ",Category/Code,varchar,(10),1278,0,0.00%,7
Multi_Bill_____CFLAG9,0,6,"N (817),   (449), 0 (6), 1 (3), 4 (2), 2 (1)","N, N,  ,  , N",Category/Code,varchar,(1),1278,0,0.00%,7
Hold_Credit_Card_Orders_____CHLDCC,0,3,"N (1275), Y (2),   (1)","N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
Risk_Flag_Y_N_H_____CRSYNH,0,3,"Y (855), H (399), N (24)","Y, Y, Y, Y, Y",Category/Code,varchar,(1),1278,0,0.00%,7
Special_Invoice_Handling_Y_or_N_____CSPCYN,0,3,"E (981), Y (290), N (7)","E, Y, E, E, E",Category/Code,varchar,(1),1278,0,0.00%,7
Subject_to_Purge_____CPURG,0,3,"Y (1256), N (21), M (1)","Y, Y, Y, Y, Y",Category/Code,varchar,(1),1278,0,0.00%,7
A=ACTIVE__I=INACTIVE_D=DELETED_____CRECD,0,2,"A (1167), I (111)","A, A, A, A, A",Category/Code,varchar,(1),1278,0,0.00%,7
Auto_Inv_Upd_____CFLAG1,0,2,"N (815), Y (463)","N, N, Y, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
BOL_Dft_Print_Heat_____CFLG14,0,2,"Y (1247), N (31)","Y, Y, Y, Y, Y",Category/Code,varchar,(1),1278,0,0.00%,7
BOL_Dft_Print_M/C_____CFLG15,0,2,"Y (1247), N (31)","Y, Y, Y, Y, Y",Category/Code,varchar,(1),1278,0,0.00%,7
CM_Mail_Option_____CFLAG4,0,2,"Y (1225), N (53)","N, Y, Y, Y, Y",Category/Code,varchar,(1),1278,0,0.00%,7
COM_Production_Tracking_G/P/N_____CMPDTK,0,2,"G (1275), N (3)","G, G, G, G, G",Category/Code,varchar,(1),1278,0,0.00%,7
