Inventory_Code_____MDINVC,FK/Code (Potential),2,"F (450), W (5)","F, F, F, F, F",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,2
PROC_STATUS_CODE_____MDMSTS,FK/Code (Potential),1,1 (455),"1, 1, 1, 1, 1",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,2
Record_Code_____MDRECD,FK/Code (Potential),2,"I (443), A (12)","I, I, I, I, I",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,2
TAG_CODE_____MDTAGC,FK/Code (Potential),1,T (455),"T, T, T, T, T",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,2
Y_=_YES__N_=_NO_____MDSKID,FK/Code (Potential),1,0 (1)," ,  ,  ,  ,  ",nvarchar,(MAX),455,0,454,0.00%,99.78%,0,2
3_POSITION_CLASS_____MDCLAS,Category/Code (Low Distinct),10,"ABH (232), ATH (195), ATC (14), AQM (5), CBH (2), KBH (2), SBH (2), ABM (1), ABO (1), KTH (1)","ATH, ABH, ABH, ATH, ABH",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,3
CALCULATING_WIDTH_____MDWDTH,Category/Code (Low Distinct),6,"0.0 (450), 10.25 (1), 12.25 (1), 13.25 (1), 14.125 (1), 9.25 (1)","0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,3
Display_Width_____MDDSPW,Category/Code (Low Distinct),5,"    9.250 (1),    10.250 (1),    12.250 (1),    13.250 (1),    14.125 (1)","         ,          ,          ,          ,          ",nvarchar,(MAX),455,0,450,0.00%,98.90%,0,3
Last_Maintained_User_____MDLMUS,Category/Code (Low Distinct),8,"AUTO CLOSE (209), LCARNER    (166), CWOODWARD  (65), DWYRICK    (4), SWARBRIT   (3), APARKER    (2), MVELASQU   (2), YRIOS      (1)","CWOODWARD , AUTO CLOSE, LCARNER   , LCARNER   , AUTO CLOSE",nvarchar,(MAX),455,0,3,0.00%,0.66%,0,3
REMOTE_INVENTORY_VENDOR_____MDRVND,Category/Code (Low Distinct),12,"121.0 (198), 119.0 (163), 139.0 (25), 120.0 (20), 307.0 (20), 168.0 (11), 265.0 (9), 465.0 (5), 0.0 (1), 158.0 (1)","121.0, 121.0, 465.0, 168.0, 121.0",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,3
Shape_____MDSHAP,Category/Code (Low Distinct),3,"B (240), T (210), P (5)","T, T, T, T, B",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,3
TOTAL_FEET_____MDTFTS,Category/Code (Low Distinct),19,"0.0 (432), 0.5 (6), 0.83199999999999996 (1), 1.0 (1), 13.25 (1), 2.0 (1), 2.1659999999999999 (1), 25.414999999999999 (1), 4.0830000000000002 (1), 4.2510000000000003 (1)","0.0, 0.0, 0.0, 0.0, 1.0",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,3
TOTAL_PIECES_____MDTPCS,Category/Code (Low Distinct),12,"0.0 (435), 1.0 (9), 2.0 (2), 3.0 (1), 355.0 (1), 4.0 (1), 455.0 (1), 5.0 (1), 6.0 (1), 614.0 (1)","0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,3
TOTAL_SQUARE_FEET_____MDTSFT,Category/Code (Low Distinct),7,"0.0 (321), 0.001 (129), 487.50799999999998 (1), 523.85299999999995 (1), 544.26199999999994 (1), 592.99599999999998 (1), 639.85000000000002 (1)","0.0, 0.001, 0.0, 0.0, 0.0",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,3
Vendor_#_____MDVNDR,Category/Code (Low Distinct),11,"121.0 (198), 119.0 (163), 139.0 (25), 120.0 (21), 307.0 (20), 168.0 (11), 265.0 (9), 465.0 (5), 158.0 (1), 218.0 (1)","119.0, 121.0, 121.0, 121.0, 121.0",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,3
CALCULATING_LENGTH_____MDLENG,Text,222,Distinct: 222,"237.0, 241.4016, 6.0, 2.0, 250.0",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,4
COSTING_METHOD_UNIT_COST_____MDUCST,Text,315,Distinct: 315,"127.5698, 40.190300000000001, 302.27929999999998, 105.0979, 548.97270000000003",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,4
COSTING_METHOD_UNIT_COST_EXT_____MDCSTX,Text,380,Distinct: 380,"6520.6099999999997, 0.0, 0.0, 57724.839999999997, 25258.34",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,4
CRT_DESCRIPTION_____MDCRTD,Text,219,Distinct: 219,"19.500 4.750 7.375 HF F22  80 KSI N, 5.500 BAR HF 4340 125 KSI NQT      , 5.500 BAR HF 8630MOD 125 KSI NQT   , 11.500 BAR HF 8620  AR             , 11.000 5.750 2.625 HF  4140 LN80 NQ",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,4
Display_Length_____MDDSPL,Text,222,Distinct: 222,"  252.670,   204.000,   230.000,     3.000,   245.800",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,4
FILLED_ON_ORDER_QUANTITY_____MDFQTY,Text,308,Distinct: 308,"94.667000000000002, 0.16700000000000001, 166.584, 0.5, 128.167",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,4
INVENTORY_RESERVE_QUANTITY_____MDINVR,Text,86,Distinct: 86,"0.0, 219131.527, 0.0, 0.0, 0.0",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,4
ITEM_NUMBER_____MDITEM,Text,203,Distinct: 203,"51318, 51070, 51121, 51738, 52426",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,4
ON_ORDER_QUANTITY_____MDOQTY,Text,274,Distinct: 274,"28.5, 1.0, 8.6669999999999998, 219.99700000000001, 58.832999999999998",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,4
ORDER_QUANTITY_____MDIQTY,Text,130,Distinct: 130,"0.0, 0.0, 0.0, 1.083, 0.001",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,4
ORG_EST_WEIGHT_____MDUEWT,Text,392,Distinct: 392,"13392.919, 8877.8819999999996, 3417.6509999999998, 37198.991999999998, 7113.9870000000001",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,4
ORIGINAL_ORDER_QUANTITY_____MDORQT,Text,274,Distinct: 274,"193.667, 196.25, 195.75200000000001, 210.0, 1008.35",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,4
Size_1_____MDSIZ1,Text,64,Distinct: 64,"8.0, 11.0, 9.0, 6.75, 8.0",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,4
Size_2_____MDSIZ2,Text,48,Distinct: 48,"3.5, 5.5, 0.0, 7.0, 0.0",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,4
Size_3_____MDSIZ3,Text,39,Distinct: 39,"0.0, 0.0, 2.5, 1.125, 0.57899999999999996",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,4
Theo._Meters_____MDTMTR,Text,65,Distinct: 65,"-3.048, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,4
Theo_Kilos_____MDTKG,Text,110,Distinct: 110,"-58.335999999999999, 0.0, 0.0, 0.0, -434.81200000000001",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,4
TOTAL_POUNDS_____MDTLBS,Text,65,Distinct: 65,"0.0, 0.0, 0.0, 0.024, 0.0",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,4
Transaction_#_____MDORDR,Text,455,Distinct: 455,"402158.0, 402072.0, 401726.0, 401983.0, 401861.0",nvarchar,(MAX),455,0,0,0.00%,0.00%,1,4
Weight_Factor_____MDWGTF,Text,113,Distinct: 113,"19.56638392, 10.01264849, 22.250329969999999, 19.56638392, 12.515810610000001",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,4
ADMIN_BURDEN_COST_____MDADMB,Single Value,1,0.0 (455),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,7
CALCULATED_RESTOCK_PRICE_____MDCRSP,Single Value,1,0.0 (455),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,7
CALCULATED_RESTOCK_PRICE_EXT_____MDCRSX,Single Value,1,0.0 (455),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,7
COMPANY_NUMBER_____MDCOMP,Single Value,1,1.0 (455),"1.0, 1.0, 1.0, 1.0, 1.0",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,7
COST_METHOD_____MDCSTM,Single Value,1,1 (455),"1, 1, 1, 1, 1",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,7
Created_Fr_Template_____MDTMPL,Single Value,1,N (435),"N, N, N, N, N",nvarchar,(MAX),455,0,20,0.00%,4.40%,0,7
CUSTOMER_NUMBER_____MDCUST,Single Value,1,0.0 (455),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,7
DECIMAL_INCHES_____MDINDL,Single Value,1,0.0 (455),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,7
Dimen._Expressed_Imperial/Metric_____MDDEXP,Single Value,1,I (455),"I, I, I, I, I",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,7
DISTRICT_NUMBER_____MDCDST,Single Value,1,0.0 (455),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,7
DISTRICT_NUMBER_____MDDIST,Single Value,1,1.0 (455),"1.0, 1.0, 1.0, 1.0, 1.0",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,7
E/O/R/P_____MDEORP,Single Value,1,R (455),"R, R, R, R, R",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,7
Fastpath/Item_____MDFICD,Single Value,1,I (455),"I, I, I, I, I",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,7
FINAL_PRODUCED_WEIGHT_____MDUFWT,Single Value,1,0.0 (455),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,7
FINANCIAL_SCRAP_FACTOR_____MDFSFA,Single Value,1,0.0 (455),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,7
FREIGHT_IN_COST_____MDFRTI,Single Value,1,0.0 (455),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,7
FREIGHT_OUT_COST_____MDFRTO,Single Value,1,0.0 (455),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,7
IMAGE_TRACER_____MDIMTR,Single Value,1,N (455),"N, N, N, N, N",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,7
INBOUND_ORDER_LINE_NO._____MDIBLN,Single Value,1,0.0 (455),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,7
INBOUND_ORDER_USED_LINE_NO._____MDIBUL,Single Value,1,0.0 (455),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,7
INVENTORY_RESERVE_DISTRICT_____MDINVD,Single Value,1,1.0 (455),"1.0, 1.0, 1.0, 1.0, 1.0",nvarchar,(MAX),455,0,0,0.00%,0.00%,0,7
