COLUMN,UseforDiagram,TYPE,DISTINCT VALUES,VALUES INFO,SAMPLE DATA,TOTAL ROWS,ISUNIQUE,DB DATA TYPE,DB TYPE DETAILS,NULL COUNT,SORTORDER,TableName,NULL PCT
INVENTORY_RESERVE_QUANTITY_____MDINVR,1,Text,86,"0.0, 219131.527, 0.0, 0.0, 0.0",Distinct: 86,455,0,nvarchar,(MAX),0,4,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
ON_ORDER_QUANTITY_____MDOQTY,1,Text,274,"28.5, 1.0, 8.6669999999999998, 219.99700000000001, 58.832999999999998",Distinct: 274,455,0,nvarchar,(MAX),0,4,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
ORDER_QUANTITY_____MDIQTY,1,Text,130,"0.0, 0.0, 0.0, 1.083, 0.001",Distinct: 130,455,0,nvarchar,(MAX),0,4,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
ORG_EST_WEIGHT_____MDUEWT,1,Text,392,"13392.919, 8877.8819999999996, 3417.6509999999998, 37198.991999999998, 7113.9870000000001",Distinct: 392,455,0,nvarchar,(MAX),0,4,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
ORIGINAL_ORDER_QUANTITY_____MDORQT,1,Text,274,"193.667, 196.25, 195.75200000000001, 210.0, 1008.35",Distinct: 274,455,0,nvarchar,(MAX),0,4,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
Theo._Meters_____MDTMTR,1,Text,65,"-3.048, 0.0, 0.0, 0.0, 0.0",Distinct: 65,455,0,nvarchar,(MAX),0,4,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
Theo_Kilos_____MDTKG,1,Text,110,"-58.335999999999999, 0.0, 0.0, 0.0, -434.81200000000001",Distinct: 110,455,0,nvarchar,(MAX),0,4,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
TOTAL_POUNDS_____MDTLBS,1,Text,65,"0.0, 0.0, 0.0, 0.024, 0.0",Distinct: 65,455,0,nvarchar,(MAX),36,4,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
Weight_Factor_____MDWGTF,1,Text,113,"19.56638392, 10.01264849, 22.250329969999999, 19.56638392, 12.515810610000001",Distinct: 113,455,0,nvarchar,(MAX),0,4,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
TOTAL_PROCESS_COST_____MDPRCC,1,Date (Suffix),304,"7167.3000000000002, 433.0, 17475.470000000001, 1168.0, 455.0",Distinct: 304,455,0,nvarchar,(MAX),26,11,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
REQUESTED_SHIP_CENTURY_____MDRQCC,1,Date (Suffix),1,"20.0, 20.0, 20.0, 20.0, 20.0",20.0 (455),455,0,nvarchar,(MAX),203471,11,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
REQUESTED_SHIP_DAY_____MDRQDD,1,Date (Suffix),31,"21.0, 7.0, 8.0, 20.0, 17.0",Distinct: 31,455,0,nvarchar,(MAX),26,11,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
TAG_NUMBER_ALPHA_____ITTAG,1,PK,"289,074"," 103221,  177181,  312922,  104099,  124749",Distinct: 289074,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Tag_Master_Description_____ITTDES,1,Text,"5,860","1.875 BAR HF 4140 110 KSI QT..     , 5.563 3.063 1.250  HF 4130 LN80 QT , 4.500 BAR HF 4130 75 KSI NQT       , 5.250 3.750 .750 HF 4140 LN80 QT   , 19.000 BAR HF 4140 ANN++           ",Distinct: 5860,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Transaction_#_____ITTRN#,1,FK,"105,878","508420.0, 19057.0, 515442.0, 13908.0, 21366.0",Distinct: 105878,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
List#_____ITLIST,1,FK,"61,433","       , 0133720,        ,        ,        ",Distinct: 61433,"289,140",0,nvarchar,(MAX),120562,4,z_Tag_Master_File_____ITEMTAG,41.70%
Mill_Coil#_____ITV301,1,FK,"15,939","389911                        , 712030                        , B118228292                    , 2042783                       , 496722-D                      ",Distinct: 15939,"289,140",0,nvarchar,(MAX),68,4,z_Tag_Master_File_____ITEMTAG,0.02%
Heat_#_____ITHEAT,1,FK,"16,558","4000005870     , 4000008963     , X3161          , 92701/4B       , 985677%T       ",Distinct: 16558,"289,140",0,nvarchar,(MAX),22,4,z_Tag_Master_File_____ITEMTAG,0.01%
PO#_____ITPOOR,1,FK,"14,728","514363.0, 507974.0, 507724.0, 517038.0, 514862.0",Distinct: 14728,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
A/R_Cust#_____ITCUST,1,FK,475,"0.0, 0.0, 0.0, 0.0, 0.0",Distinct: 475,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
A/R_Cust_TAG#_____ITCTAG,1,FK,"4,246","               ,                ,                ,                ,                ",Distinct: 4246,"289,140",0,nvarchar,(MAX),277594,4,z_Tag_Master_File_____ITEMTAG,96.01%
ITEM_NUMBER_____ITITEM,1,FK,"2,467","51200, 50172, 50433, 50525, 51099",Distinct: 2467,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
COMMENT_LINE1_____ITV302,1,Text,"20,842","                              ,                               ,                               ,                               ,                               ",Distinct: 20842,"289,140",0,nvarchar,(MAX),211193,4,z_Tag_Master_File_____ITEMTAG,73.04%
COMMENT_LINE2_____ITV303,1,Text,34,"                              ,                               ,                               ,                               ,                               ",Distinct: 34,"289,140",0,nvarchar,(MAX),289076,4,z_Tag_Master_File_____ITEMTAG,99.98%
COMMENT_LINE3_____ITV304,1,Category,3,"                              ,                               ,                               ,                               ,                               ","INDICATION.                    (1), JT# 16                         (1), Q&T 311-353 10""X3.5""           (1)","289,140",0,nvarchar,(MAX),289137,3,z_Tag_Master_File_____ITEMTAG,100.00%
Original_ITEM#_1_____ITOIC1,1,Text,920,"     ,      ,      ,      ,      ",Distinct: 920,"289,140",0,nvarchar,(MAX),279643,4,z_Tag_Master_File_____ITEMTAG,96.72%
Original_TAG#_1_____ITOIG1,1,Text,"7,548","       ,    1324,        ,        ,        ",Distinct: 7548,"289,140",0,nvarchar,(MAX),279643,4,z_Tag_Master_File_____ITEMTAG,96.72%
Size_1_____ITSIZ1,1,Text,216,"5.25, 11.0, 5.25, 6.5, 4.0",Distinct: 216,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Size_2_____ITSIZ2,1,Text,281,"0.0, 4.0, 4.5, 0.0, 0.0",Distinct: 281,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Size_3_____ITSIZ3,1,Text,278,"0.0, 0.0, 0.0, 0.0, 1.125",Distinct: 278,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
PO_Line_#_____ITPOLN,1,Category,4,"1.0, 0.0, 1.0, 1.0, 0.0","1.0 (150213), 0.0 (138863), 2.0 (35), 3.0 (29)","289,140",0,nvarchar,(MAX),0,3,z_Tag_Master_File_____ITEMTAG,0.00%
Vendor#_____ITVNDR,1,FK,163,"130.0, 167.0, 0.0, 0.0, 130.0",Distinct: 163,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
HEAD_OR_1ST_MIC_READING_____ITMIC1,1,Text,214,"9.5, 1.0, 6.25, 8.0, 11.0",Distinct: 214,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Main_Line#_____ITMLIN,1,FK,49,"1.0, 1.0, 1.0, 1.0, 1.0",Distinct: 49,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Numeric_Length_____ITLNTH,1,Text,"2,131","3.0, 60.0, 144.0, 23.0, 217.0",Distinct: 2131,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Numeric_Width_____ITWDTH,1,Text,26,"0.0, 0.0, 0.0, 0.0, 0.0",Distinct: 26,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
ORG_REC_INV_QTY_____ITORRQ,1,Text,"7,223","17.082999999999998, 0.58399999999999996, 3.6669999999999998, 0.5, 2.6669999999999998",Distinct: 7223,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
ORG_REC_PIECE_COUNT_____ITORRP,1,Text,195,"1.0, 1.0, 1.0, 1.0, 3.0",Distinct: 195,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Reserved_Quantity_____ITRQTY,1,Text,260,"0.0, 0.0, 0.0, 0.0, 0.0",Distinct: 260,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
SECONDARY_TAG__QTY_____ITSQTY,1,Text,"2,141","0.0, 0.0, 0.0, 0.0, 23.25",Distinct: 2141,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Tag_Cost_____ITTCST,1,Text,"41,259","55.677399999999999, 120.7392, 26.627800000000001, 152.65280000000001, 211.5222",Distinct: 41259,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Tag_Pieces_____ITTPCS,1,Text,82,"0.0, 0.0, 1.0, 0.0, 0.0",Distinct: 82,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Tag_Quantity_____ITTQTY,1,Text,"2,731","0.0, 0.0, 0.0, 0.5, 0.0",Distinct: 2731,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Time_Stamp_____ITTIMES,1,Text,"133,623","2022-01-19 18:55:20.000, 2022-01-19 18:55:20.000, 2022-01-19 18:55:20.000, 2022-01-19 18:55:20.000, 2022-01-19 18:55:20.000",Distinct: 133623,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Vendor_Quantity_____ITVQTY,1,Text,"6,404","12.917, 15.583, 2.3330000000000002, 47.167000000000002, 4.8330000000000002",Distinct: 6404,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Warehouse_Loc_____ITLOCT,1,Text,"100,009","1910351, 1SB33  , 1955905, 1935709, 1904088",Distinct: 100009,"289,140",0,nvarchar,(MAX),36,4,z_Tag_Master_File_____ITEMTAG,0.01%
Weight_Factor_____ITWGTF,1,Text,"6,859","5.55371901, 1.5992424700000001, 0.34766141, 5.93805681, 17.80026398",Distinct: 6859,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
MATERIAL_RECIEVED_____ITRTAF,1,Flag (2 Values),2,"T, T, T, T, T","T (288831), A (283)","289,140",Flag,nvarchar,(MAX),26,10,z_Tag_Master_File_____ITEMTAG,0.01%
MP_Processed_____ITFLG2,1,Flag (2 Values),2," ,  ,  ,  , N","N (78866), O (6803)","289,140",Flag,nvarchar,(MAX),203471,10,z_Tag_Master_File_____ITEMTAG,70.37%
PO_Type_____ITPOTY,1,Flag (2 Values),2,"M, M, M, M, M","M (281894), B (7220)","289,140",Flag,nvarchar,(MAX),26,10,z_Tag_Master_File_____ITEMTAG,0.01%
ITEM_NUMBER_____IOITEM,1,PK,"2,612",Distinct: 2612,"50511, 50666, 52538, 51412, 50848","2,612",0,nvarchar,(MAX),0,3,z_Tag_Master_File_____ITEMTAG,0.00%
Qty_On_Hand_____IOQOH,1,Text,"1,068",Distinct: 1068,"0.0, 3.1659999999999999, 0.0, 0.0, 0.75","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Qty_On_Order_____IOQOO,1,Text,94,Distinct: 94,"0.0, 0.0, 0.0, 0.0, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Qty_On_Reserved_____IOQOR,1,Text,228,Distinct: 228,"0.0, 0.0, 0.0, 283.75, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Matl._Prcs_Reserve_____IOMPRS,1,Category,9,"0.0 (2604), 0.001 (1), 0.5 (1), 1.0 (1), 13.25 (1), 4.0830000000000002 (1), 49.0 (1), 63.835000000000001 (1), 81.332999999999998 (1)","0.0, 0.0, 0.0, 0.0, 0.0","2,612",0,nvarchar,(MAX),0,3,z_Tag_Master_File_____ITEMTAG,0.00%
Qty_On_Order_Rsrvd_____IOQOOR,1,Category,3,"0.0 (2610), 21062.483 (1), 27341.208999999999 (1)","0.0, 0.0, 0.0, 0.0, 0.0","2,612",0,nvarchar,(MAX),0,3,z_Tag_Master_File_____ITEMTAG,0.00%
R/I_On_Hand_Qty_____IOROH,1,Category,5,"0.0 (2608), 0.5 (1), 15.975 (1), 166.251 (1), 9.0830000000000002 (1)","0.0, 0.0, 0.0, 0.0, 0.0","2,612",0,nvarchar,(MAX),0,3,z_Tag_Master_File_____ITEMTAG,0.00%
R/I_On_Order_Qty_____IOROO,1,Category,9,"0.0 (2603), 0.5 (2), 1.0 (1), 13.25 (1), 2.1659999999999999 (1), 4.0830000000000002 (1), 63.75 (1), 81.332999999999998 (1), 81.667000000000002 (1)","0.0, 0.0, 0.0, 0.0, 0.0","2,612",0,nvarchar,(MAX),0,3,z_Tag_Master_File_____ITEMTAG,0.00%
Top_Item_Percentage_____IOTOPP,1,Category,3,"0.0 (2567), 1.0 (42), 2.0 (3)","0.0, 0.0, 0.0, 0.0, 0.0","2,612",0,nvarchar,(MAX),0,3,z_Tag_Master_File_____ITEMTAG,0.00%
"VALUES_=_LB_,_CWT,_EA_,_MPC_FT_,_CFT,_SFT,_CSF_____IOPUOM",1,Category,3,"LB  (2568), FT  (42), EA  (2)","LB , LB , LB , LB , LB ","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
3_POSITION_CLASS_____IOCLS3,1,Text,29,Distinct: 29,"ATH, ATH, ATH, ABH, ATH","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Average_Cost_____IOACST,1,Text,"1,725",Distinct: 1725,"0.0, 232.26310000000001, 598.92319999999995, 122.8203, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Average_Month_Sales_Qty_____IOAVMQ,1,Text,668,Distinct: 668,"0.0, 0.0, 0.0, 0.0, 10.833","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Avg._12_mos._Usage_____IOAV12,1,Text,947,Distinct: 947,"0.79900000000000004, 0.0, 0.0, 0.0, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Avg._3_mos._Usage_____IOAVG3,1,Text,668,Distinct: 668,"0.0, 0.0, 0.0, 0.0, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Avg._OnHand_Dollars_____IOAVOS,1,Text,"1,111",Distinct: 1111,"0.0, 0.0, 298.01999999999998, 0.0, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Avg._OnHand_Qty_____IOAVOH,1,Text,"1,184",Distinct: 1184,"3.8330000000000002, 10.75, 0.0, 21.0, 9.75","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Base_Price_____IOBPRC,1,Text,195,Distinct: 195,"8.1699999999999999, 1.5, 2.6499999999999999, 0.0, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
BOM_Extended_Cost_____IOBOMC,1,Text,"1,094",Distinct: 1094,"151087.88, 0.0, 0.0, 195546.89000000001, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
BOM_Inventory_____IOBOMI,1,Text,"1,081",Distinct: 1081,"0.0, 4.0, 617.33299999999997, 2.0, 473.33499999999998","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
BOM_Weight_____IOBOMW,1,Text,"1,548",Distinct: 1548,"0.0, 9371.5499999999993, 0.0, 0.0, 16172.333000000001","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Curr._YTD_Activity_Dol._____IOUSDL,1,Text,"1,001",Distinct: 1001,"0.0, 0.0, 17414.0, 0.0, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Curr._YTD_Activity_Qty_____IOUSQT,1,Text,296,Distinct: 296,"0.0, 0.0, 0.0, 0.0, 11.0","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Current_Year_Accumulated_Inv._Balance_(Dollars)_____IOCYIB,1,Text,"1,104",Distinct: 1104,"0.0, 0.0, 1356.48, 0.0, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Current_Year_Accumulated_Inv._Balance_(units)_____IOCYIU,1,Text,"1,196",Distinct: 1196,"16.748999999999999, 0.0, 1.7490000000000001, 949.74599999999998, 45.667000000000002","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Customer_Order_Reserve_____IOCORS,1,Text,222,Distinct: 222,"8.4589999999999996, 0.0, 0.0, 0.0, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Item_on_Hand_File_____ITEMONHD,0.00%
First_Acquisition_Cost_____IO1ACQ,1,Text,190,Distinct: 190,"0.0, 0.0, 0.0, 0.0, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Item_on_Hand_File_____ITEMONHD,0.00%
Inventory_Turns_$_____IOITDL,1,Text,434,Distinct: 434,"2.8199999999999998, 0.38, 0.0, 0.0, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Item_on_Hand_File_____ITEMONHD,0.00%
Inventory_Turns_Units_____IOITUN,1,Text,469,Distinct: 469,"0.66000000000000003, 0.0, 0.0, 0.0, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Item_on_Hand_File_____ITEMONHD,0.00%
Last_Receipt_Cost_____IOLRCS,1,Text,"1,485",Distinct: 1485,"0.0, 0.0, 208.05189999999999, 135.60249999999999, 187.18199999999999","2,612",0,nvarchar,(MAX),0,4,z_Item_on_Hand_File_____ITEMONHD,0.00%
Months_Positive_Inv_____IOPMON,1,Text,100,Distinct: 100,"79.0, 28.0, 39.0, 13.0, 36.0","2,612",0,nvarchar,(MAX),0,4,z_Item_on_Hand_File_____ITEMONHD,0.00%
MTD_Cost_Dollars_GP_____IOMCST,1,Text,477,Distinct: 477,"0.0, 0.0, 0.0, 476.0, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Item_on_Hand_File_____ITEMONHD,0.00%
MTD_Sales_Dollars_GP_____IOMSLS,1,Text,479,Distinct: 479,"0.0, 0.0, 3249.0, 0.0, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Item_on_Hand_File_____ITEMONHD,0.00%
MTD_Units_Sold_____IOMUNT,1,Text,442,Distinct: 442,"0.0, 0.0, 0.0, 12.271000000000001, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Item_on_Hand_File_____ITEMONHD,0.00%
MTD_Weight_Sold_____IOMWGT,1,Text,512,Distinct: 512,"1216.8150000000001, 1045.3209999999999, 1459.5940000000001, 155.648, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Item_on_Hand_File_____ITEMONHD,0.00%
Number_of_Days_Item_Has_Been_Set_Up_____IOITST,1,Text,489,Distinct: 489,"999.0, 999.0, 656.0, 788.0, 363.0","2,612",0,nvarchar,(MAX),0,4,z_Item_on_Hand_File_____ITEMONHD,0.00%
Number_of_Days_Out_of_Stock_Current_Year_____IODOSC,1,Text,61,Distinct: 61,"0.0, 80.0, 80.0, 80.0, 80.0","2,612",0,nvarchar,(MAX),0,4,z_Item_on_Hand_File_____ITEMONHD,0.00%
Number_of_Days_Out_of_Stock_Last_Year_____IODOSL,1,Text,177,Distinct: 177,"0.0, 0.0, 0.0, 0.0, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Item_on_Hand_File_____ITEMONHD,0.00%
ITEM_NUMBER_____IMITEM,1,PK,"2,613",Distinct: 2613,"51109, 52625, 50599, 52411, 50122","2,613",0,nvarchar,(MAX),0,2,z_Item_Master_File_____ITEMMAST,0.00%
Rem_Item_Code_____IMREM,1,FK,"2,611",Distinct: 2611,"52255, 50755, 51855, 50159, 52469","2,613",0,nvarchar,(MAX),0,2,z_Item_Master_File_____ITEMMAST,0.00%
X-Reference_Item_Number_____IMXITM,1,FK,"2,609",Distinct: 2609,"50801, 51924, 50388, 50833, 52347","2,613",0,nvarchar,(MAX),0,7,z_Item_Master_File_____ITEMMAST,0.00%
Outside_Diameter_____IMOUTD,1,Text,220,Distinct: 220,"4.25, 7.875, 22.0, 11.5, 10.0","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Size_1_____IMSIZ1,1,Text,223,Distinct: 223,"4.0, 9.0, 3.2400000000000002, 7.25, 7.0","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Size_2_____IMSIZ2,1,Text,293,Distinct: 293,"3.75, 0.0, 5.0, 0.81499999999999995, 10.0","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Size_3_____IMSIZ3,1,Text,288,Distinct: 288,"0.0, 1.5, 0.0, 2.25, 0.625","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Wall_____IMWALL,1,Text,287,Distinct: 287,"0.0, 0.33700000000000002, 0.875, 0.0, 1.1875","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Item_Print_Descr_One_____IMDSC1,1,Text,897,Distinct: 897,"2.000 ROUND BAR               , 6.750 OD 3.250 ID 1.750 WALL  , 1.500 ROUND BAR               , 3.000 ROUND BAR               , 5.250 ROUND BAR               ","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Item_Print_Descr_Two_____IMDSC2,1,Text,992,Distinct: 992,"HF 4340  ANN                  , HF 4140  ANN                  , HF A106B/C AR                 , HF 4130M Q125..               , HF 8630 AR                    ","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.11%
Fast_Path_Item_Description_____IMFSP2,1,Text,"2,586",Distinct: 2586,"AB17.000-00.000 HF 4140 110 KSI QT                                    , AB16.000-00.000 HF 4130M7 NORM                                        , AT08.750-04.000 HF 4130M7  ANN                                        , AB30.500-00.000 HF 4130 80 KSI NQT                                    , AB06.250-00.000 HF 4340 110KSI QT                                     ","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
CRT_Description_____IMCRTD,1,Text,"2,598",Distinct: 2598,"7.000 BAR HF 4140 110KSI QT++      , 8.50 4.00 2.25 HF4130M7 NQT 285/352, 12.000 8.000 2.000 HF 4130M 125KSI , 2.750 BAR HF 4140 AR               , 14.000 BAR HF 4330V  AR            ","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Print_P.O._Description_____IMFDSC,1,Text,"2,598",Distinct: 2598,"4.750 3.500 .625 HF 4140 LN80 QT++ , 2.335 1.710 .313 CD 4130 LN80 QT   , 11.0 4.25 3.375 4340 125KSI 300/341, 3.000 BAR HF 4130 80KSI QT++       , 00.000 00.000 TUBE BUYOUT          ","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
25_POSITION_ALPHA_____IMXRF2,1,Text,"1,117",Distinct: 1117,"                         , 52229                    , 52481                    ,                          , 51818                    ","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,57.25%
Scrap_Item_Code_____IMSCRP,1,FK,4,"99999 (2610), 50678 (1), A9999 (1), MISC  (1)","99999, 99999, 99999, 99999, 99999","2,613",0,nvarchar,(MAX),0,3,z_Item_Master_File_____ITEMMAST,0.00%
Company_SMO_____IMCSMO,1,Text,34,Distinct: 34,"STB01                              , DEFAULT                            , DEFAULT                            , STB01                              , STB17                              ","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Average_Material_Receipt_Cost_____IMAVRC,1,Text,"1,498",Distinct: 1498,"0.0, 1602.5279, 80.484300000000005, 161.56460000000001, 62.036700000000003","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Last_Receipt_Cost_____IMRCST,1,Text,"1,472",Distinct: 1472,"0.0, 0.0, 0.0, 0.0, 0.0218","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Last_Receipt_Purchase_Order_____IMPORD,1,Text,"1,484",Distinct: 1484,"513987.0, 514072.0, 514292.0, 514156.0, 515445.0","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Numeric_Thickness_____IMTHIK,1,Category,19,"0.0 (2581), 10.5 (6), 12.25 (3), 10.25 (2), 11.25 (2), 12.0 (2), 13.25 (2), 14.125 (2), 16.0 (2), 9.25 (2)","0.0, 0.0, 0.0, 0.0, 0.0","2,613",0,nvarchar,(MAX),0,3,z_Item_Master_File_____ITEMMAST,0.00%
"VALUES_=_LB_,_CWT,_EA_,_MPC_FT_,_CFT,_SFT,_CSF_____IMCUOM",1,Category,3,"FT  (2573), LB  (38), EA  (2)","FT , FT , FT , FT , FT ","2,613",0,nvarchar,(MAX),0,3,z_Item_Master_File_____ITEMMAST,0.00%
W_=_LBS__P_=_PCS__S_=_SFT__F_=_FT_____IMMCOD,1,Category,3,"F (2541), W (70), P (2)","F, F, F, F, F","2,613",0,nvarchar,(MAX),0,3,z_Item_Master_File_____ITEMMAST,0.00%
W_=_WEIGHTED_P_=_PIECE_F_=_FOOT_S_=_SQUARE_FOOTM_=_____IMICOD,1,Category,3,"F (2572), W (39), P (2)","F, F, F, F, F","2,613",0,nvarchar,(MAX),0,3,z_Item_Master_File_____ITEMMAST,0.00%
WEB_THICKNESS_____IMWTHK,1,Category,18,"   10.5000 (6),    12.2500 (3),     9.2500 (2),    10.2500 (2),    11.2500 (2),    12.0000 (2),    13.2500 (2),    14.1250 (2),    16.0000 (2),     1.2500 (1)","          ,           ,           ,           ,           ","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,98.78%
3_POSITION_CLASS_____IMCLS3,1,Text,30,Distinct: 30,"ATH, CBH, ATH, CTH, KTH","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
C_=_COIL__S_=_SHEET__P_=_PLATE__O_=_OTHER_T_=_TUBE_____IMSHAP,1,Category,5,"T (1501), B (1077), P (30), O (3), L (1)","T, T, T, T, B","2,613",0,nvarchar,(MAX),0,3,z_Item_Master_File_____ITEMMAST,0.04%
Inner_Diameter_____IMIND,1,Text,286,Distinct: 286,"4.5, 0.0, 2.0, 3.5, 3.5","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
Weight_Factor_____IMWGTF,1,Text,772,Distinct: 772,"4.50569182, 98.123955159999994, 64.303453610000005, 10.55500028, 13.79520458","2,613",0,nvarchar,(MAX),0,4,z_Item_Master_File_____ITEMMAST,0.00%
